N_CLIENT,N_POLICE,N_SINISTRE,DATE_ACCIDENT,AGENCE,REGLEMENTS,SAP,TRANSACTION
1413266,1414155412,758019984,2026-02-07,Raoued,326.05094753763876,0.0,N
1686152,1401957194,758019985,2026-02-16,Gabès 2,61.19609237332674,0.0,N
1573560,1401418190,758019986,2026-02-15,Ain Zaghouan,69.55822796549913,0.0,N
731748,1401539700,758019989,2026-02-14,Ariana,1154.1787491884875,0.0,T
1687568,1401959728,758019992,2026-02-15,Bizerte,84.14567038674375,0.0,N
795346,1401307292,758019995,2026-01-26,El Menzah,256.41203202769964,0.0,N
1813316,1414192612,758019998,2026-02-16,Zarzis 1,35.9473830648901,0.0,N
1807136,1414193556,758020001,2026-02-14,Gabès 1,340.06244783132905,0.0,N
1334132,1401572666,758020003,2026-02-16,Sousse 3,111.2931647447986,0.0,N
1518954,1414197614,758020006,2026-02-15,Gabès 2,1014.1181562432374,0.0,N
1667732,1414153092,758020009,2026-02-01,Bizerte,608.1117259714966,0.0,N
1687932,1401961534,758020012,2026-02-03,Djerba 2,139.11645593099826,0.0,N
1126014,1401415150,758020013,2026-02-15,Béja,123.65907193866511,0.0,N
1539012,1401954946,758020033,2026-02-16,Ghardimaou,81.92413515936563,0.0,N
1736120,1414135154,758020035,2026-02-16,Ghardimaou,108.51083562617863,0.0,N
1215390,1401695554,758020038,2026-02-16,Medjez El Bab,756.63307261879,0.0,N
1335614,1401159740,758020041,2026-02-14,Djerba 1,58.428911491019264,0.0,N
1201138,1401866892,758020042,2026-02-16,Raoued,91.42146103193497,0.0,N
919556,1401473472,758020043,2026-02-17,Ghardimaou,75.86051256685319,0.0,N
1600186,1415559292,758020044,2026-02-15,Djerba 1,52.683401861069036,0.0,N
807410,1414073350,758020052,2026-02-14,Sousse 3,275.9226512505024,0.0,N
1070152,1400929910,758020054,2026-02-16,Djerba 1,139.11645593099826,0.0,N
1387534,1400811534,758020056,2026-02-14,Ennasr,70.23155161220515,0.0,N
1172106,1401013576,758020058,2026-01-22,Kairouan 2,432.8067517853279,0.0,N
1300078,1414157416,758020060,2026-02-16,Chebba,66.9205799610474,0.0,N
1090152,1414091674,758020063,2026-02-17,Sousse 3,139.11645593099826,0.0,N
1067110,1401533492,758020066,2026-02-16,Bizerte,90.7598849970631,0.0,N
1557378,1401300150,758020069,2026-02-16,El Jem,111.2931647447986,0.0,N
14015494,1415407126,758020070,2026-02-17,Soukra,51.358704052926086,0.0,N
1315752,1401515752,758020071,2026-02-16,Zarzis 1,495.8555662039757,0.0,N
1713392,1414007954,758020072,2026-02-17,Bizerte,139.11645593099826,0.0,N
1355598,1401555598,758020074,2026-02-15,Bizerte,111.2931647447986,0.0,N
1377274,1401401158,758020080,2026-01-19,Sousse 3,367.8857390175287,0.0,N
1513294,1400113294,758020085,2026-02-17,Bizerte,66.77589884687916,0.0,N
1211192,1401955878,758020087,2026-01-07,Jendouba,331.06625034779114,0.0,N
1514118,1414187338,758020089,2026-02-16,Ezzouhour,0.0,111.2931647447986,N
876792,1414198890,758020091,2026-02-13,Testour,257.94354963366004,0.0,N
1061550,1415552006,758020093,2026-02-17,Gabès 2,89.03453179583887,0.0,N
1758810,1414095530,758020096,2026-01-23,Hammamet 2,400.54379076885033,0.0,N
1206666,1401351472,758020100,2026-02-17,Djerba 1,71.55594027266825,0.0,N
1350932,1401977350,758020101,2026-02-14,Lac II,108.30648900979999,0.0,N
1741372,1414075554,758020103,2026-02-10,Ariana,858.5327851114478,0.0,N
1327994,1414173296,758020107,2026-02-01,Lac II,409.62067579682815,0.0,N
1713474,1415413528,758020115,2026-02-15,Zarzis 1,97.38182829937863,0.0,N
1529736,1401676936,758020120,2025-12-04,La Marsa,225.67780628806383,0.0,N
1313594,1401274016,758020122,2026-02-16,Sousse 3,194.76303830339754,0.0,N
730758,1401917810,758020123,2026-02-15,Grombalia,213.7756206139673,0.0,N
1555294,1400155294,758020126,2026-02-17,La Marsa,83.46987355859895,0.0,N
1531372,1401939356,758020128,2026-01-30,Medjez El Bab,77.28691996166569,0.0,N
1498936,1400098936,758020130,2026-02-17,La Marsa,34.00624478313291,0.0,N
1794790,1414174776,758020131,2026-02-17,Sahloul,168.85955420904568,0.0,N
1554714,1415555120,758020132,2026-02-18,Boussalem,139.11645593099826,0.0,N
1533336,1400133336,758020134,2026-01-21,Bizerte,331.09716511577585,0.0,N
14015818,1415407770,758020136,2026-02-17,Moknine,107.3147432528519,0.0,N
1007334,1414159390,758020140,2026-02-17,Menzel Bourguiba,94.07085664822085,0.0,N
1535276,1401799532,758020151,2025-11-23,Mahdia,5621.983800661576,0.0,N
1310094,1401617376,758020155,2026-02-14,Lac II,989.7789594089097,0.0,N
1593386,1401761132,758020156,2026-02-10,La Marsa,379.65128141713296,0.0,N
1795894,1415541572,758020159,2026-02-19,Bab Benat,88.8471883018518,0.0,N
1295154,1401587068,758020162,2026-02-19,Zarzis 1,501.06284972331287,0.0,N
1697558,1414127366,758020163,2026-02-19,Sfax 2,139.11645593099826,0.0,N
1751792,1414135670,758020167,2026-02-19,Lafayette,4482.64135777661,0.0,N
1153392,1400993360,758020169,2026-02-16,Raoued,87.77939221566143,0.0,N
901594,1401017920,758020172,2026-02-20,Bizerte,134.3864964293443,0.0,N
1807136,1414193556,758020177,2026-01-23,Gabès 1,90.42569635514886,0.0,N
1335098,1401535098,758020179,2026-02-18,Lac II,109.96321142609825,0.0,N
1353912,1401372140,758020181,2026-01-15,Djerba 2,285.68769901381893,0.0,N
892614,1401798900,758020184,2026-02-15,Boussalem,71.58840077905215,0.0,N
1169366,1401932750,758020186,2026-02-18,Boussalem,7110.396636473243,0.0,N
1334126,1401895266,758020189,2026-02-18,La Goulette,59.36902958543296,0.0,N
1570810,1414121100,758020192,2026-02-19,Lac II,111.2931647447986,0.0,N
973494,1401952178,758020193,2026-02-19,Béja,29.57059387269299,0.0,N
1613014,1415535574,758020194,2026-02-19,Béja,1505.1915169876652,0.0,N
1333574,1401327394,758020198,2026-02-09,La Marsa,154.57383992333138,0.0,N
1733386,1415407332,758020200,2026-02-11,El Jem,1865.1163941014624,0.0,T
1155192,1400975492,758020201,2026-02-17,Bizerte,1238.3819210436827,0.0,N
1733538,1401895312,758020203,2026-02-16,Lac II,98.04371348193033,0.0,N
1800906,1414173748,758020204,2026-02-15,Zarzis 1,77.73765727888212,0.0,N
1353194,1415413148,758020205,2026-02-12,Boussalem,1406.0178687358953,0.0,N
1733418,1401891192,758020207,2026-02-20,Soukra,77.90521532135902,0.0,N
926974,1400717492,758020208,2026-02-09,Jendouba,1533.939778031966,0.0,N
14011552,1415419612,758020210,2026-02-19,Ain Zaghouan,68.64160509475377,0.0,N
1529596,1414133528,758020212,2026-02-19,Grombalia,40.70609330076978,0.0,N
1715716,1401989340,758020219,2026-02-20,Lac II,111.2931647447986,0.0,N
1555358,1400155358,758020227,2026-02-16,Gabès 3,278.2329118619965,0.0,N
1289272,1401788932,758020228,2026-02-19,Medjez El Bab,61.378180356756424,0.0,N
1795616,1414173500,758020231,2026-02-19,Soukra,61.29161900639936,0.0,N
1771606,1414119280,758020237,2026-02-18,Jendouba,50.08192413515937,0.0,N
1152114,1415521136,758020238,2026-02-17,Béja II,0.0,927.4430395399883,N
1573334,1401751730,758020239,2026-02-19,Raoued,35.19893653198133,0.0,N
1489334,1401993938,758020244,2025-10-20,Kairouan 2,7541.891674652982,0.0,N
1609498,1414193152,758020246,2026-02-18,Djerba 2,82.17794540451975,0.0,N
1189088,1401335678,758020248,2026-02-20,Testour,199.4620830370668,0.0,N
818610,1401531528,758020250,2026-02-09,Gabès 4,699.3242031718553,0.0,N
14015294,1415413272,758020252,2026-02-18,Gabès 3,111.2931647447986,0.0,N
1748734,1415555930,758020256,2026-02-18,Ghardimaou,87.44829505054565,0.0,N
1373326,1401892012,758020267,2026-02-19,Boussalem,927.4430395399883,0.0,N
1146692,1414001292,758020270,2026-02-19,Beni Khalled,218.1655176677899,0.0,N
1515312,1401729520,758020279,2026-02-20,Hammamet 1,117.28011871270907,0.0,N
1793176,1414153298,758020284,2026-02-18,Chebba,0.0,1452.6175534052618,N
1793176,1414153298,758020284,2026-02-18,Chebba,674.3747488175102,0.0,N
939394,1400694010,758020285,2026-02-21,Mutuelleville,55.8135221195165,0.0,N
1060978,1401749920,758020287,2026-02-20,Bizerte,443.00800692490805,0.0,N
1613934,1401954150,758020292,2026-02-20,Ain Zaghouan,54.66967570408384,0.0,N
672152,1414175746,758020302,2026-02-21,Zarzis 1,41.734936779299474,0.0,N
1132614,1401359532,758020304,2026-02-21,Lac II,63.60960830988964,0.0,N
1567700,1401113818,758020313,2026-02-20,Bizerte,90.75926670170341,0.0,N
1180976,1401892996,758020314,2026-02-20,Menzel Bourguiba,44.51726589791944,0.0,N
1538152,1401699772,758020315,2026-02-21,Chebba,87.82700095835781,0.0,N
1395394,1401595394,758020316,2026-02-20,Bizerte,51.02822518317,0.0,N
1008870,1401613952,758020317,2026-02-07,Ghardimaou,86.56135035706558,0.0,N
1571072,1414075952,758020320,2026-02-02,Kairouan 1,1518.983831576344,0.0,N
1747534,1414071154,758020321,2026-02-21,El Kram,104.05910903638669,0.0,N
1377732,1415551556,758020323,2026-02-11,Lac II,473.9499799054008,0.0,N
1173334,1401995332,758020325,2026-02-18,La Goulette,111.2931647447986,0.0,N
1788990,1414153414,758020327,2026-02-18,Zarzis 1,33.38794942343958,0.0,N
1151896,1400797336,758020331,2026-02-21,Jendouba,111.2931647447986,0.0,N
1353594,1401141188,758020333,2026-02-19,Soukra,232.46885337125545,0.0,N
1328738,1401528738,758020334,2026-02-21,Mutuelleville,69.05277150894983,0.0,N
1539954,1401547332,758020335,2026-02-21,Jendouba,111.2931647447986,0.0,N
14015012,1415549536,758020337,2026-02-18,Gabès 4,96.3879185086716,0.0,N
1286996,1414076194,758020340,2026-02-14,Ain Zaghouan,1009.2475345472533,0.0,T
1391350,1401591350,758020343,2026-02-17,Mahdia,77.28691996166569,0.0,N
1073552,1414089320,758020344,2026-02-07,Sfax 5,148.3052524190806,0.0,N
1692710,1401954734,758020345,2026-02-03,Kairouan 2,279.6889974340743,0.0,T
718692,1401375334,758020347,2026-02-20,Zarzis 1,123.65907193866511,0.0,N
1797988,1414169334,758020348,2026-02-01,Zarzis 1,59.28679630259375,0.0,N
1355526,1401555526,758020349,2026-02-21,El Jem,69.56904813429375,0.0,N
1551360,1415407408,758020351,2026-02-02,Sfax 3,589.3900516276626,0.0,N
1080714,1414066906,758020354,2026-02-21,Jendouba,60.139116455931,0.0,N
1795388,1415416156,758020356,2026-01-25,Sfax 4,324.37289393143107,0.0,N
793132,1401309360,758020363,2026-02-21,Lac II,90.7598849970631,0.0,N
1273554,1401331116,758020368,2026-02-20,Chebba,75.86020341917335,0.0,N
1095120,1400871346,758020369,2026-02-20,Sousse 3,73.87331128079884,0.0,N
14155586,1415532194,758020379,2026-02-21,Chebba,103.34126812378274,0.0,N
1094940,1401214016,758020382,2026-02-20,Béja II,111.2931647447986,0.0,N
1594788,1401952186,758020383,2026-02-21,Kelibia,83.46987355859895,0.0,N
1469280,1401573492,758020387,2026-02-20,El Menzah,98.04371348193033,0.0,N
1775200,1414132936,758020392,2026-02-18,Grombalia,610.5156583299843,0.0,N
14001496,1415415548,758020395,2026-02-18,Grombalia,147.15429560701148,0.0,N
769754,1401515080,758020404,2026-02-21,Chebba,162.69824094970167,0.0,N
1691472,1401998970,758020406,2026-02-22,Mahdia,32.11395183479148,0.0,N
1356970,1401371472,758020407,2026-02-22,Jendouba,134.49964448016817,0.0,N
1807136,1414193556,758020411,2026-02-19,Gabès 1,133.55179769375832,0.0,N
1613954,1414159510,758020420,2026-02-23,Gabès 2,62.53995733762019,0.0,N
1260712,1401153750,758020425,2026-02-22,Lac II,66.60895909976196,0.0,N
1586738,1400186738,758020432,2026-02-22,Zarzis 1,86.56135035706558,0.0,N
1576132,1401757312,758020435,2026-02-21,Kairouan 2,111.2931647447986,0.0,N
1509886,1401759776,758020440,2026-02-22,Djerba 2,19.476303830339756,0.0,N
1114152,1401129354,758020441,2026-02-21,Gabès 1,251.99091105821253,0.0,N
1301672,1401555500,758020448,2026-02-22,Zarzis 1,124.70831916406468,0.0,N
1735308,1414153488,758020450,2026-02-21,Lafayette,487.72250904256964,0.0,N
1799352,1414170792,758020451,2026-02-23,Gabès 2,97.38151915169877,0.0,N
1353912,1415417338,758020452,2026-02-23,Ghardimaou,72.5334652363434,0.0,N
1754814,1414175474,758020453,2026-02-16,Lafayette,179.30565431106442,0.0,N
1755488,1414087932,758020457,2026-02-21,Sfax 5,0.0,1236.590719386651,N
1559878,1414198670,758020462,2026-02-21,Bizerte,105.72850650755866,0.0,N
1727720,1401895294,758020464,2026-02-17,Gabès 4,94.07085664822085,0.0,N
1095536,1401550154,758020469,2026-02-23,Ain Zaghouan,427.6971589328222,0.0,N
1675352,1401910910,758020478,2026-02-21,La Goulette,96.65935017157697,0.0,N
1334948,1401309754,758020483,2026-02-22,Mahdia,111.2931647447986,0.0,N
1397566,1401553132,758020486,2026-02-23,Lac II,89.03453179583887,0.0,N
1741740,1414129294,758020487,2026-02-22,Mahdia,278.2329118619965,0.0,N
1335712,1401194194,758020489,2026-02-20,Djerba 2,50.08192413515937,0.0,N
1681796,1414136060,758020495,2026-02-22,Djerba 2,54.173184530250104,0.0,N
1352914,1414179280,758020501,2026-02-22,Djerba 1,2869.7134201007825,0.0,N
1533500,1401668940,758020504,2026-02-23,Les Berges du Lac,316.8893560453829,0.0,N
1311470,1401511470,758020505,2026-02-23,La Marsa,123.65907193866511,0.0,N
1369752,1415554074,758020507,2026-02-23,Gabès 1,64.92101276779918,0.0,N
1569294,1401755698,758020513,2026-02-18,Ariana,278.2329118619965,0.0,N
1313216,1401287960,758020516,2026-02-16,La Goulette,154.57383992333138,0.0,N
1295158,1415552738,758020517,2026-02-23,Chebba,67.91387145639473,0.0,N
1695566,1414088668,758020521,2026-02-17,Grombalia,1454.2306859987016,0.0,T
1356926,1414095126,758020523,2026-02-23,Ghardimaou,100.32151358704054,0.0,N
1486014,1401795614,758020528,2026-02-22,Soukra,87.11719788542987,0.0,N
1329298,1401755334,758020530,2026-02-24,Lac II,47.91789037623273,0.0,N
1161276,1401009372,758020532,2026-02-23,El Menzah,23.186075988499706,0.0,N
14017208,1415552158,758020540,2026-02-23,Ain Zaghouan,65.38473428756917,0.0,N
1319136,1401314716,758020542,2026-02-23,Mahdia,380.0361702785421,0.0,N
1575326,1401734880,758020545,2026-02-06,Gabès 3,706.9159427458497,0.0,T
1294128,1401293560,758020546,2026-02-24,Bizerte,206.81392401150032,0.0,N
1727790,1401916092,758020554,2026-02-12,Sousse 2,1032.7000958357808,0.0,N
1201318,1415409560,758020557,2026-02-17,Boussalem,212.07561752249052,0.0,N
14015134,1415549296,758020558,2026-02-08,Grombalia,269.7328964046125,0.0,N
14013874,1415546138,758020560,2026-02-08,Sousse 3,204.76520233715647,0.0,N
687136,1415553554,758020562,2026-02-10,Lac II,430.7506105666677,0.0,N
1207570,1401093166,758020565,2026-02-23,Soukra,94.73243268309272,0.0,N
1610988,1414013932,758020566,2026-02-07,Raoued,1420.2213497387702,0.0,T
746070,1401609774,758020569,2026-02-06,Korba,61.829535969332554,0.0,N
716714,1401128714,758020572,2026-02-24,Bizerte,105.72850650755866,0.0,N
1513756,1401726694,758020577,2026-02-17,Ariana,241.6375552601478,0.0,N
1395346,1401595346,758020578,2026-02-18,Lac II,194.02695767768265,0.0,N
1712186,1414013466,758020581,2026-02-24,Mutuelleville,107.35462330355212,0.0,N
1521296,1400121296,758020582,2026-02-23,Zarzis 1,139.11645593099826,0.0,N
1335332,1401473270,758020588,2026-02-23,Ezzahrouni,29.369029585432962,0.0,N
1809872,1414187354,758020590,2026-02-09,Hammamet 2,171.06686864315085,0.0,N
1793526,1414153980,758020591,2026-02-23,Mahdia,69.55822796549913,0.0,N
1791736,1414157552,758020592,2026-01-27,Sousse 1,1277.2535320122424,0.0,N
1487174,1414195536,758020596,2026-01-31,Teboulba,131.2115497573191,0.0,T
1391346,1401553292,758020597,2026-02-23,Zarzis 1,0.0,463.72151976999413,N
1211460,1401411460,758020600,2026-02-23,Ain Zaghouan,139.11645593099826,0.0,N
1754672,1414133354,758020603,2026-02-23,Lac II,55.6465823723993,0.0,N
1212010,1415411712,758020604,2026-01-22,Sfax 4,3868.3401861069033,0.0,T
1019218,1400779406,758020605,2025-12-14,Jendouba,1033.9413237703652,0.0,N
1121280,1400993300,758020606,2026-02-24,Moknine,41.734936779299474,0.0,N
1719756,1414140134,758020609,2026-02-16,Sousse Erriadh,387.07546294865057,0.0,N
1497130,1401615756,758020612,2026-02-24,El Jem,80.82697004358982,0.0,N
1551574,1401715520,758020616,2026-02-21,Teboulba,1462.0601601384983,0.0,N
14013154,1415553346,758020620,2026-02-23,Kelibia,54.422357560206514,0.0,N
1729260,1414159358,758020625,2026-02-21,Sousse 3,0.0,3525.167403468637,N
1511970,1400111970,758020626,2026-02-23,El Menzah,80.4955637307942,0.0,N
14015976,1415408060,758020636,2026-02-07,Beni Khalled,1201.9040405601756,0.0,N
955460,1401375726,758020641,2026-02-23,La Marsa,111.2931647447986,0.0,N
1689870,1401975880,758020647,2026-02-20,Grombalia,244.22666707886358,0.0,N
1217886,1414133180,758020656,2026-02-24,El Jem,8346.987355859896,0.0,N
1751350,1414195740,758020661,2026-02-22,Testour,105.04529013509755,0.0,N
14001706,1415415890,758020667,2026-02-24,Sfax 1,50.24886388227657,0.0,N
789938,1400691334,758020668,2026-02-24,Raoued,63.609299162209794,0.0,N
1091260,1400881478,758020670,2026-02-24,Sousse 1,139.11645593099826,0.0,N
1369340,1401335758,758020675,2026-02-17,Menzel Bourguiba,94.07085664822085,0.0,N
1536012,1401687776,758020678,2026-02-24,Chebba,51.358704052926086,0.0,N
1736932,1414133950,758020679,2026-02-23,Djerba 2,61.829535969332554,0.0,N
1373140,1401866160,758020685,2026-02-10,Boussalem,4033.608062571491,0.0,N
1697272,1414116690,758020687,2025-08-05,Gabès 3,347.7911398274956,0.0,N
1275748,1401595556,758020691,2026-02-11,Mahdia,6568.696633381767,14.79024329922404,N
1798114,1414168734,758020694,2026-02-10,Sousse 2,833.8189012891459,0.0,N
1290780,1401995314,758020697,2026-02-26,Bizerte,41.734936779299474,0.0,N
1073952,1401816954,758020703,2026-02-27,Gabès 2,98.77268371100875,0.0,N
14011148,1415540952,758020704,2026-02-08,Lac II,561.5210065848456,0.0,N
1726756,1401880734,758020708,2026-02-08,Zarzis 1,117.16697066188519,0.0,N
1489394,1400611574,758020710,2026-02-26,Ghardimaou,49.37212106223143,0.0,N
1386732,1401389796,758020711,2026-02-23,Sousse 2,137.57071753176493,0.0,T
1332096,1414195514,758020713,2026-02-26,Bizerte,111.2931647447986,0.0,N
1815866,1414178914,758020714,2026-02-27,Bizerte,108.97022907843078,0.0,N
1493534,1414193486,758020717,2026-02-24,Mutuelleville,86.25220267721892,0.0,N
1535696,1414127312,758020718,2026-02-05,Béja,194.61712059850993,0.0,N
1131288,1400941774,758020719,2026-02-09,Gabès 3,42.633938232293566,0.0,N
1569596,1401753732,758020721,2026-02-09,El Jem,695.10093671747,0.0,N
1308896,1401508896,758020723,2026-02-07,Djerba 2,172.65681516060224,0.0,N
1355156,1400870140,758020724,2026-02-27,Bizerte,60.68290722478128,0.0,N
14015948,1415549808,758020730,2026-02-26,Boussalem,111.2931647447986,0.0,N
1547788,1401893978,758020733,2026-02-26,Djerba 1,20.630970414567038,0.0,N
1373352,1401573352,758020734,2026-02-06,La Marsa,57.19232077163261,0.0,N
1339936,1401920010,758020735,2026-02-12,Jendouba,1589.0190744118465,0.0,T
1333174,1401611870,758020738,2026-02-26,Zarzis 1,300.7889448789687,0.0,T
1213934,1401413934,758020740,2026-02-25,Gabès 4,52.351995548273415,0.0,N
1546074,1401741738,758020746,2026-02-27,El Jem,111.2931647447986,0.0,N
1758932,1414095280,758020748,2026-02-26,Medjez El Bab,19.476612978019602,0.0,N
1689930,1401975980,758020750,2025-11-30,Hammamet 1,202.19031131171363,0.0,T
1329274,1401529274,758020751,2026-02-06,Lac II,148.39088632639812,0.0,N
1575326,1401615738,758020754,2026-02-11,Lac II,242.9885306210777,0.0,N
1756814,1401874600,758020755,2025-11-22,Hammamet 2,2350.711967106687,0.0,N
1393368,1401413400,758020756,2026-02-25,Lac II,67.9852845704393,0.0,N
1617480,1401948194,758020757,2026-02-26,Lafayette,110.5756329798745,0.0,N
1389990,1415555574,758020759,2026-02-12,Ariana,409.39530713821995,0.0,N
720172,1401559614,758020763,2026-02-24,Zarzis 1,496.87760843354874,0.0,N
1393388,1414112154,758020769,2026-02-26,Sousse 3,178.6372770272359,0.0,N
1006146,1400775394,758020770,2026-01-29,Djerba 1,1480.0902711225153,0.0,N
1680948,1401947886,758020773,2026-01-28,Zarzis 1,359.20363557671504,0.0,N
1757354,1401875612,758020774,2026-02-26,Gabès 1,139.11645593099826,0.0,N
1753500,1414081668,758020775,2025-11-10,Bizerte,1472.8713636504158,0.0,N
1720812,1401870170,758020777,2026-02-27,Djerba 1,66.20521222988222,0.0,N
1188176,1401138870,758020779,2025-11-08,Ain Zaghouan,547.3033047886976,0.0,N
1017540,1414153792,758020781,2026-02-26,Béja II,111.2931647447986,0.0,N
1487174,1414195536,758020782,2026-02-20,Teboulba,77.28691996166569,0.0,N
1214738,1401731510,758020783,2026-02-24,Soukra,172.9687451695675,0.0,T
1373720,1401573720,758020785,2026-02-24,La Marsa,123.65907193866511,0.0,N
948746,1401548750,758020786,2026-02-26,Sfax 1,96.05713049123567,0.0,N
1553366,1414153920,758020787,2026-02-20,Monastir 2,162.6546511268433,0.0,N
1197512,1414153386,758020789,2026-02-26,Bizerte,64.66318360280707,0.0,N
929180,1400671272,758020793,2026-02-26,Sousse 3,45.296008903453185,0.0,N
1115590,1414127694,758020796,2026-02-26,Béja,139.11645593099826,0.0,N
1673932,1415418172,758020797,2026-02-22,Monastir 1,301.71669706618854,0.0,N
795112,1414113974,758020799,2026-01-16,Djerba 1,60.28379757009924,0.0,N
1553338,1414120734,758020800,2026-02-02,Djerba 2,130.9685596809596,0.0,N
1675352,1401936930,758020808,2026-02-23,Zarzis 1,105.95109283704826,0.0,N
1746748,1401933512,758020809,2026-02-25,El Jem,219.49485269113057,0.0,N
1355274,1401555274,758020810,2026-01-26,Ezzahrouni,160.55553838068445,0.0,N
1278726,1401478726,758020811,2026-01-31,Bizerte,58.552570562957925,0.0,N
1414120,1401475138,758020814,2026-02-27,Lac II,100.16384827031874,0.0,N
1509354,1401333296,758020817,2026-02-03,Ariana,1199.4933069527315,0.0,N
1329546,1401529546,758020819,2026-02-25,Ain Zaghouan,309.14767984666275,0.0,N
1331540,1401356760,758020823,2026-01-27,El Jem,111.2931647447986,0.0,N
1717554,1414013574,758020824,2026-02-26,Ennasr,111.2931647447986,0.0,N
1489190,1414128872,758020826,2026-02-20,Ennasr,61.16888737750023,2130.6881627353387,N
1713694,1415555532,758020829,2026-02-26,Nabeul 2,245.9752063560763,0.0,N
1209512,1401409512,758020831,2026-02-26,Ain Zaghouan,35.19893653198133,0.0,N
1077120,1414157134,758020832,2025-10-11,Soukra,756.415432652178,0.0,N
1169286,1414135286,758020834,2026-02-27,Mutuelleville,111.2931647447986,0.0,N
1553320,1401715678,758020835,2026-02-26,Bizerte,111.2931647447986,0.0,N
1008956,1400767212,758020842,2026-02-18,Zarzis 1,432.8067517853279,0.0,N
1512134,1400112134,758020845,2026-02-26,Lac II,89.65251800785235,0.0,N
1740966,1401955572,758020849,2026-02-26,Kelibia,106.8497851423625,0.0,N
1260092,1401356752,758020852,2026-02-26,Boussalem,139.11645593099826,0.0,N
871556,1400615490,758020865,2026-02-24,Gabès 4,573.526447584011,0.0,N
1716098,1414180950,758020867,2026-02-27,Bizerte,1093.9873867746624,0.0,N
14015210,1415547112,758020869,2026-02-08,Les Berges du Lac,384.4127739821313,0.0,N
1572918,1414075390,758020873,2026-02-22,Bizerte,668.8413144959347,0.0,N
1351696,1401927474,758020876,2026-02-27,Lac II,66.92027081336755,0.0,N
1781118,1414137290,758020877,2026-02-23,Gabès 1,355.5198318236622,0.0,N
735910,1414179560,758020878,2026-02-28,Chebba,107.18088230747829,0.0,N
1132112,1401417688,758020879,2026-02-28,Gabès 1,72.34055708411908,0.0,N
14155160,1415535386,758020884,2026-02-19,El Jem,274.52313970383653,0.0,N
1133468,1400813374,758020886,2026-02-27,Bizerte,72.84137632547068,0.0,N
1378154,1401578154,758020887,2026-02-25,Menzel Bourguiba,189.73938850588928,0.0,T
1619334,1401951266,758020888,2026-02-27,Béja,102.94617738893871,0.0,N
1357312,1414132886,758020891,2025-12-12,Zarzis 1,4148.00507002195,0.0,N
1489510,1400089510,758020893,2026-02-16,Zarzis 1,124.26902031100258,0.0,N
1593550,1400193550,758020895,2026-02-27,La Goulette,111.2931647447986,0.0,N
1315814,1401929356,758020896,2026-02-27,Zarzis 1,123.65907193866511,0.0,N
879412,1401713466,758020898,2026-02-27,Ghardimaou,47.299595016539406,0.0,N
949492,1401171572,758020902,2026-02-27,Menzel Bourguiba,90.7598849970631,0.0,N
1801670,1414175148,758020909,2026-02-17,Lac II,1306.4605682134356,0.0,N
1486010,1401595330,758020910,2026-02-27,Les Berges du Lac,97.76424397934895,0.0,N
1417272,1401999536,758020912,2026-02-25,Raoued,111.2931647447986,0.0,N
14013758,1415553612,758020915,2026-02-28,Kelibia,159.21105512103134,0.0,N
1291312,1401491312,758020918,2026-02-26,Ariana,63.278201997094015,0.0,N
1738072,1414136088,758020919,2026-02-27,Ennasr,111.2931647447986,0.0,N
1792110,1414158154,758020920,2026-02-26,Grombalia,75.12288620273905,0.0,N
1337568,1401015398,758020922,2026-02-25,Djerba 2,120.56759514019848,0.0,N
1329398,1401529398,758020925,2026-02-18,La Marsa,247.21921661977927,0.0,N
1692156,1414121672,758020926,2026-02-24,Nabeul 2,1877.5200173122703,0.0,N
979130,1401414614,758020927,2026-02-28,Béja,111.2931647447986,0.0,N
14013330,1415553012,758020928,2026-02-14,Grombalia,738.4975422759453,0.0,N
1375588,1401575588,758020930,2026-01-30,Zarzis 1,252.6506322070053,0.0,N
1366814,1401613008,758020935,2026-02-18,El Menzah,607.2488947970446,0.0,N
1155112,1400975540,758020938,2026-02-28,Bizerte,78.04433177729001,0.0,N
1795350,1414175572,758020942,2026-02-24,Soliman,76.19130058428912,0.0,N
1469334,1401573552,758020944,2026-02-27,Ghardimaou,111.2931647447986,0.0,N
1300788,1401575386,758020945,2026-02-13,El Jem,529.7554641852413,0.0,N
1372160,1401572160,758020950,2026-02-28,Bizerte,80.19569048134294,0.0,N
1793118,1414159758,758020956,2026-02-25,Zarzis 1,152.9971867561134,0.0,N
1759214,1414093508,758020957,2026-02-27,Bizerte,58.428911491019264,0.0,N
1161558,1414153460,758020961,2026-02-28,Sahloul,166.9397471171979,0.0,N
1815674,1414179374,758020962,2026-02-28,Chebba,36.512814171329644,0.0,N
1773490,1414120714,758020963,2026-02-28,El Jem,59.04473366927382,0.0,N
1392660,1401413550,758020966,2026-02-27,El Menzah,52.86425325377933,0.0,N
1348932,1401559140,758020967,2026-02-28,Ghardimaou,25.040962067579684,0.0,N
1415336,1401698156,758020968,2026-02-20,Sfax 2,58.86171824280459,0.0,N
1572138,1400172138,758020971,2026-02-21,Mutuelleville,130.17899650663122,0.0,N
993598,1415527534,758020974,2026-02-28,Béja II,57.03774693170928,0.0,N
1690726,1414194610,758020980,2026-02-28,Lac II,278.2329118619965,0.0,N
1535534,1400975526,758020981,2026-02-27,Bizerte,99.32914953473275,0.0,N
